BallName,PinName,PinType,Alternate,Remap
B11,PC12,gpio,TRACED3/EXMC_D6/TIMER14_CH0/SPI5_SCK/I2S5_CK/SPI2_MOSI/I2S2_SD/USART2_CK/UART4_TX/SDIO0_CK/DCI_D9/TLI_R6/EVENTOUT,
B12,PH14,gpio,TIMER7_MCH1/ETH1_MDIO/UART3_RX/CAN0_RX/EXMC_D22/DCI_D4/TLI_G3/EVENTOUT,
B13,PA13,gpio,,
B14,PA8,gpio,CK_OUT0/TIMER0_CH0/TIMER7_BRKIN2/I2C2_SCL/USART0_CK/USBHS0_SOF/UART6_RX/CMP_MUX_OUT1/TLI_B3/TLI_R6/EVENTOUT,
B15,USBHS0_DP,gpio,,
C1,PC13,gpio,EVENTOUT/RTC_TAMP0/RTC_TS/WKUP3/RTC_OUT,
C2,VSS,ground,,
C3,PE2,gpio,TRACECK/SAI0_CLK0/SPI3_SCK/SAI0_MCLK0/SAI2_MCLK0/OSPIM_P0_IO2/SAI2_CLK0/ETH0_MII_TXD3/EXMC_A23/EVENTOUT,
C4,PE1,gpio,UART7_TX/EXMC_NBL1/DCI_D3/TLI_R6/EVENTOUT,
C5,BOOT,boot,,
C6,PB5,gpio,TIMER16_BRKIN0/TIMER2_CH1/TLI_B5/I2C0_SMBA/SPI0_MOSI/I2S0_SD/I2C3_SMBA/SPI2_MOSI/I2S2_SD/SPI5_MOSI/I2S5_SD/CAN1_RX/USBHS0_ULPI_D7/ETH0_PPS_OUT/EXMC_SDCKE1/DCI_D10/UART4_RX/EVENTOUT,
C7,PG14,gpio,TRACED1/SPI5_MOSI/I2S5_SD/ETH1_MII_TXD1/ETH1_RMII_TXD1/USART5_TX/TIMER44_MCH0/OSPIM_P0_IO7/SDIO1_D7/ETH0_MII_TXD1/ETH0_RMII_TXD1/EXMC_A25/TIMER22_CH2/TLI_B0/EVENTOUT,
C8,PG10,gpio,EXMC_D31/CAN2_RX/OSPIM_P1_IO6/SPI0_NSS/I2S0_WS/TLI_G3/SAI1_SD1/SDIO1_D1/EXMC_NE2/DCI_D2/TLI_B2/EVENTOUT,
C9,PD4,gpio,TIMER7_MCH3/USART1_RTS/USART1_DE/OSPIM_P0_IO4/EXMC_NOE/EVENTOUT,
C10,PD0,gpio,TIMER7_CH2/HPDF_CKIN6/UART3_RX/CAN0_RX/EXMC_D2/TRIGSEL_IN3/TLI_B1/EVENTOUT,
C11,PC11,gpio,TIMER0_ETI/HPDF_DATAIN5/SPI2_MISO/USART2_RX/UART3_RX/OSPIM_P0_CSN/EXMC_NBL2/MDIO_A2/SDIO0_D3/DCI_D4/TLI_B4/EVENTOUT,
C12,PC10,gpio,TIMER0_CH3/HPDF_CKIN5/SPI2_SCK/I2S2_CK/USART2_TX/UART3_TX/OSPIM_P0_IO1/TLI_B1/MDIO_A1/SDIO0_D2/DCI_D8/TLI_R2/EVENTOUT,
C13,PH13,gpio,TIMER7_MCH0/ETH1_MII_COL/TIMER43_BRKIN0/UART3_TX/CAN0_TX/EXMC_D21/TLI_G2/EVENTOUT,
C14,PA10,gpio,TIMER0_CH2/USART0_RX/TRIGSEL_IN12/USBHS0_ID/MDIO/TLI_B4/DCI_D1/TLI_B1/EVENTOUT,
C15,USBHS0_DM,gpio,,
D1,PC15-OSC32OUT,gpio,EVENTOUT/OSC32OUT,
D2,PC14-OSC32IN,gpio,EVENTOUT/OSC32IN,
D3,PE5,gpio,TRACED2/SAI0_CLK1/HPDF_CKIN3,
D4,PDR_ON,power,,
D5,VDD,power,,
D6,VSS,ground,,
D7,PG15,gpio,ETH1_MII_TXD3/USART5_CTS/TIMER44_BRKIN0/EXMC_SDNCAS/DCI_D13/EVENTOUT,
D8,PG12,gpio,OSPIM_P1_CSN/SPI5_MISO/ETH1_MII_TXD2/USART5_RTS/USART5_DE/RSPDIF_CH1/TLI_B4,
D9,PD6,gpio,SAI1_DAT0/SAI0_DAT0/HPDF_CKIN4/HPDF_DATAIN1/SPI2_MOSI/I2S2_SD/SAI0_SD0/USART1_RX/SAI2_SD0/OSPIM_P0_IO6/SDIO1_CK/EXMC_NWAIT/DCI_D10/TLI_B2/EVENTOUT,
D10,VSS,ground,,
D11,VDD,power,,
D12,PH15,gpio,TIMER7_MCH2/ETH1_MII_CRS/EXMC_D23/DCI_D11/TLI_G4/EVENTOUT,
D13,PA9,gpio,TIMER0_CH1/I2C2_SMBA/SPI1_SCK/I2S1_CK/USART0_TX/TRIGSEL_IN13/DCI_D0/TLI_R5/EVENTOUT/USBHS0_VBUS,
D14,PC8,gpio,TRACED1/TIMER2_CH2/TIMER7_CH2/USART5_CK/UART4_RTS/UART4_DE/EXMC_NE1/EXMC_INT/SDIO0_D0/DCI_D2/EVENTOUT,
D15,PC7,gpio,TIMER0_CH3/TIMER2_CH1/TIMER7_CH1/HPDF_DATAIN3/I2S2_MCK/USART5_RX/SDIO0_DAT123DIR/EXMC_NE0/SDIO1_D7/SDIO0_D7/DCI_D1/TLI_G6/EVENTOUT,
E1,VSS,ground,,
E2,VBAT,power,,
E3,PE6,gpio,TRACED3/TIMER0_BRKIN2/SAI0_DAT0,
E4,VDD,power,,
E12,VDD,power,,
E13,PC9,gpio,CK_OUT1/TIMER0_MCH3/TIMER2_CH3/TIMER7_CH3/I2C2_SDA/I2S_CKIN/UART4_CTS/OSPIM_P0_IO0/TLI_G3/SDIO0_D1/DCI_D3/TLI_B2/EVENTOUT,
E14,PC6,gpio,TIMER0_BRKIN1/TIMER2_CH0/TIMER7_CH0/HPDF_CKIN3/I2S1_MCK/USART5_TX/SDIO0_DAT0DIR/EXMC_NWAIT/SDIO1_D6/SDIO0_D6/DCI_D0/TLI_HSYNC/EVENTOUT,
E15,VDD50USB,power,,
F1,VLXSMPS,power,,
F2,VSSSMPS,ground,,
F3,PF1,gpio,I2C1_SCL/USBHS0_ULPI_D5/OSPIM_P1_IO1/EXMC_A1/TIMER22_CH1/EVENTOUT,
F4,PF0,gpio,I2C1_SDA/USBHS0_ULPI_D4/OSPIM_P1_IO0/EXMC_A0/TIMER22_CH0/EVENTOUT,
F12,VSS,ground,,
F13,VDD33USB,power,,
F14,PG6,gpio,TIMER16_BRKIN0/TIMER30_CH1/ETH1_MDC/OSPIM_P0_CSN/EXMC_NE2/DCI_D12/TLI_R7/EVENTOUT,
F15,PG5,gpio,TIMER0_ETI/TIMER30_CH0/USBHS1_ULPI_D7/EXMC_A15/EVENTOUT,
G1,VDDSMPS,power,,
G2,VFBSMPS,power,,
G3,PF2,gpio,I2C1_SMBA/USBHS0_ULPI_D6/OSPIM_P1_IO2/EXMC_A2/TIMER22_CH2/EVENTOUT,
G4,VDD,power,,
G12,PG8,gpio,TIMER7_ETI/TIMER30_CH3/SPI5_NSS/I2S5_WS/ETH1_PPS_OUT/USART5_RTS/USART5_DE/RSPDIF_CH2/ETH0_PPS_OUT/EXMC_SDCLK/TLI_G7/EVENTOUT,
G13,PG7,gpio,EXMC_D28/TIMER30_CH2/SAI0_MCLK0/USART5_CK/EXMC_INT/DCI_D13/TLI_PIXCLK,
G14,PG4,gpio,TIMER0_BRKIN2/TIMER7_BRKIN1/TIMER31_ETI/USBHS1_ULPI_D6/CMP_MUX_OUT7/EXMC_A14/EVENTOUT,
G15,PG2,gpio,TIMER0_BRKIN1/TIMER7_BRKIN0/TIMER31_CH2/SPI1_MISO/USBHS1_ULPI_D4/CMP_MUX_OUT5/EXMC_A12/TIMER23_ETI/EVENTOUT,
H1,PF6,gpio,TIMER15_CH0/CAN2_RX/SPI4_NSS/SAI0_SD1/UART6_RX/SAI2_SD1/OSPIM_P0_IO3/EXMC_D24/TIMER22_CH0/EVENTOUT/ADC2_IN8,
H2,PF4,gpio,OSPIM_P1_IO3/EXMC_A3/TIMER22_CH3/EVENTOUT/ADC2_IN5/TIMER0_MCH1/TIMER7_MCH1/USART0_TX/HPDF_DATAIN2/USART2_RTS/USART2_DE/UART3_RTS/UART3_DE/OSPIM_P1_SCK/SDIO1_D0/EXMC_A4/TRIGSEL_OUT1/TLI_PIXCLK/ADC2_IN9,
H3,PF5,gpio,TIMER0_MCH2/TIMER7_MCH2/USART0_RX/HPDF_CKIN2/UART3_CTS/SDIO1_D1/EXMC_A5/TRIGSEL_OUT5/TLI_G7/EVENTOUT/ADC2_IN4,
H4,PF3,gpio,,
H12,VDD,power,,
H13,PG3,gpio,TIMER7_BRKIN2/TIMER31_CH3/SPI1_MOSI/I2S1_SD/USBHS1_ULPI_D5/CMP_MUX_OUT6/EXMC_A13/TIMER22_ETI/EVENTOUT,
H14,PD14,gpio,TIMER43_CH1/TIMER3_CH2/SPI3_IO2/EDOUT_Z/UART7_CTS/EXMC_D0/EVENTOUT,
H15,PD13,gpio,TIMER42_CH1/TIMER3_CH1/I2C3_SDA/CAN2_TX/EDOUT_B/OSPIM_P0_IO3/SAI1_SCK0/EXMC_A18/DCI_D13/EVENTOUT,
J1,PH0-OSCIN,gpio,EVENTOUT/OSCIN,
J2,PF8,gpio,TIMER15_MCH0/SPI4_MISO/SAI0_SCK1/UART6_RTS/UART6_DE/SAI2_SCK1/OSPIM_P0_IO0/EXMC_D26/TIMER22_CH2/EVENTOUT/ADC2_IN7,
J3,PF7,gpio,TIMER16_CH0/CAN2_TX/SPI4_SCK/SAI0_MCLK1/UART6_TX/SAI2_MCLK1/OSPIM_P0_IO2/EXMC_D25/TIMER22_CH1/EVENTOUT/ADC2_IN3,
J4,PF9,gpio,TIMER16_MCH0/SPI4_MOSI/SAI0_FS1/UART6_CTS/SAI2_FS1/OSPIM_P0_IO1/EXMC_D27/TIMER22_CH3/EVENTOUT/ADC2_IN2,
J12,PD15,gpio,TIMER44_CH1/TIMER3_CH3/SPI3_IO3/UART7_RTS/UART7_DE/EXMC_D1/EVENTOUT,
J13,PD11,gpio,TIMER40_CH1/TIMER7_MCH3/I2C3_SMBA/USART2_CTS/SAI1_DAT2/OSPIM_P0_IO0/SAI1_SD0/EXMC_A16/EXMC_CLE/EVENTOUT,
J14,VSS,ground,,
J15,PD12,gpio,TIMER41_CH1/TIMER3_CH0/I2C3_SCL/CAN2_RX/EDOUT_A/USART2_RTS/USART2_DE/OSPIM_P0_IO1/SAI1_FS0/EXMC_A17/EXMC_ALE/DCI_D12/EVENTOUT,
K1,PH1-OSCOUT,gpio,EVENTOUT,
K2,VSS,ground,,
K3,PF10,gpio,TIMER15_BRKIN0/SAI0_DAT2/OSPIM_P0_SCK/ADC2_IN6,
K4,VDD,power,,
K12,VSS,ground,,
K13,PD9,gpio,HPDF_DATAIN3/USART2_RX/SAI1_CLK1/EXMC_D14/EVENTOUT,
K14,USBHS1_DP,gpio,,
K15,USBHS1_DM,gpio,,
L1,NRST,reset,OSCOUT,
L2,PC0,gpio,EXMC_D12/HPDF_CKIN0/HPDF_DATAIN4/TIMER40_CH0/SAI1_FS1/EXMC_A25/USBHS0_ULPI_STP/TLI_G2/EXMC_SDNWE/TRIGSEL_IN8/TLI_R5/EVENTOUT/ADC012_IN10,
L3,PC1,gpio,TRACED0/SAI2_DAT0/SAI0_DAT0/HPDF_DATAIN0/HPDF_CKIN4/SPI1_MOSI/I2S1_SD/SAI0_SD0/TIMER40_MCH0/SAI2_SD0/SDIO1_CK/OSPIM_P0_IO4/ETH0_MDC/MDIO_MDC/TRIGSEL_IN9/TLI_G5/EVENTOUT/ADC012_IN11/RTC_TAMP1/WKUP5,
L4,VREFN,power,,
L12,VDD,power,,
L13,PD10,gpio,HPDF_CKOUT/USART2_CK/SAI1_DAT1/EXMC_D15/TLI_B3/EVENTOUT,
L14,PD8,gpio,HPDF_CKIN3/USART2_TX/SAI1_CLK0/RSPDIF_CH1/EXMC_D13/EVENTOUT,
L15,PB13,gpio,RTC_REFIN/TIMER0_MCH0/OSPIM_P0_IO2/SPI1_SCK/I2S1_CK/HPDF_CKIN1/USART2_CTS/USBHS1_ID/CAN1_TX/USBHS0_ULPI_D6/ETH0_MII_TXD1/ETH0_RMII_TXD1/SDIO0_D0/DCI_D2/UART4_TX/EVENTOUT,
M1,PC2,gpio,PMU_DEEPSLEEP/HPDF_CKIN1/OSPIM_P0_IO5/SPI1_MISO/HPDF_CKOUT/OSPIM_P0_IO2/USBHS0_ULPI_DIR/ETH0_MII_TXD2/EXMC_SDNE0/TRIGSEL_IN2/EVENTOUT/ADC012_IN12,
M2,PC3,gpio,PMU_SLEEP/HPDF_DATAIN1/OSPIM_P0_IO6/SPI1_MOSI/I2S1_SD/OSPIM_P0_IO0/USBHS0_ULPI_NXT/ETH0_MII_TX_CLK/EXMC_SDCKE0/EVENTOUT/ADC01_IN13,
M3,VREFP,power,,
M4,VDDA,power,,
M5,VDD,power,,
M6,VSS,ground,,
M7,PC5,gpio,PMU_SLEEP/SAI2_DAT2/SAI0_DAT2/HPDF_DATAIN2/TIMER41_MCH0/RSPDIF_CH3/ETH0_MII_RXD1/ETH0_RMII_RXD1/EXMC_SDCKE0/CMP0_OUT/TLI_DE/EVENTOUT/ADC01_IN8,
M8,PB1,gpio,TIMER0_MCH2/TIMER2_CH3/TIMER7_MCH2/OSPIM_P0_IO0/HPDF_DATAIN1/TLI_R6,
M9,VDD,power,,
M10,VSS,ground,,
M11,PH7,gpio,EDOUT_A/I2C2_SCL/SPI4_MISO/ETH1_MII_RXD3/TIMER41_BRKIN0/USBHS1_ULPI_D1/ETH0_MII_RXD3/EXMC_SDCKE1/DCI_D9/EVENTOUT,
M12,PE14,gpio,TIMER0_CH3/SPI3_MOSI/SAI1_MCLK1/EXMC_D11/TLI_PIXCLK/EVENTOUT,
M13,PH11,gpio,TIMER4_CH1/I2C3_SCL/ETH1_MII_RX_DV/ETH1_RMII_CRS_DV/TIMER43_CH0/USBHS1_ULPI_D5/EXMC_D19/DCI_D2/TLI_R5/EVENTOUT,
M14,PH9,gpio,EDOUT_Z/I2C2_SMBA/SPI4_IO3/ETH1_MII_RXD1/ETH1_RMII_RXD1/TIMER42_MCH0/USBHS1_ULPI_D3/EXMC_D17/DCI_D0/TLI_R3/EVENTOUT,
M15,PB12,gpio,TIMER0_BRKIN0/I2C1_SMBA/SPI1_NSS/I2S1_WS/HPDF_DATAIN1/USART2_CK/CAN1_RX/USBHS0_ULPI_D5/ETH0_MII_TXD0/ETH0_RMII_TXD0/OSPIM_P0_IO0/CMP_MUX_OUT2/UART4_RX/EVENTOUT/USBHS1_VBUS,
N1,PC2_C,gpio,ADC2_IN0,
N2,PC3_C,gpio,ADC2_IN1,
N3,VSSA,ground,,
N4,PH2,gpio,TIMER40_CH0/USBHS1_ULPI_STP/OSPIM_P0_IO4/SAI1_SCK1/ETH0_MII_CRS/EXMC_SDCKE0/TLI_R0/EVENTOUT/ADC2_IN13,
N5,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER14_CH1/I2S5_MCK/OSPIM_P0_IO2/USART1_RX/TLI_B2/USBHS0_ULPI_D0/ETH0_MII_COL/OSPIM_P0_SCK/TRIGSEL_IN4/TLI_B5/EVENTOUT/ADC01_IN15,
N6,PA7,gpio,TIMER0_MCH0/TIMER2_CH1/TIMER7_MCH0/SPI0_MOSI/I2S0_SD/SPI5_MOSI/I2S5_SD/OSPIM_P0_IO2/ETH0_MII_RX_DV/ETH0_RMII_CRS_DV/EXMC_SDNWE/TRIGSEL_IN5/TLI_VSYNC/EVENTOUT/ADC01_IN7,
N7,PF11,gpio,SPI4_MOSI/SAI1_SD1/EXMC_SDNRAS/DCI_D12/TIMER23_CH0/EVENTOUT/ADC0_IN2,
N8,PE8,gpio,TIMER0_MCH0/HPDF_CKIN2/UART6_TX/OSPIM_P0_IO5/EXMC_D5/CMP1_OUT/EVENTOUT,
N9,PG1,gpio,TIMER31_CH1/USBHS1_ULPI_D3/OSPIM_P1_IO5/EXMC_A11/EVENTOUT,
N10,PF15,gpio,I2C3_SDA/SPI4_IO3/EXMC_A9/EVENTOUT,
N11,PF13,gpio,HPDF_DATAIN6/I2C3_SMBA/EXMC_A7/TIMER23_CH2/EVENTOUT/ADC1_IN2,
N12,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/HPDF_DATAIN7/USART2_TX/OSPIM_P0_CSN/USBHS0_ULPI_D3/ETH0_MII_RX_ER/TRIGSEL_OUT2/TLI_G4/EVENTOUT,
N13,PH8,gpio,TIMER4_ETI/EDOUT_B/I2C2_SDA/SPI4_IO2/ETH1_MII_RXD0/ETH1_RMII_RXD0/TIMER42_CH0/USBHS1_ULPI_D2/EXMC_D16/DCI_HSYNC/TLI_R2/EVENTOUT,
N14,PH10,gpio,TIMER4_CH0/I2C3_SMBA/ETH1_MII_RX_ER/TIMER42_BRKIN0/USBHS1_ULPI_D4/EXMC_D18/DCI_D1/TLI_R4/EVENTOUT,
N15,PH12,gpio,TIMER4_CH2/I2C3_SDA/ETH1_MII_RX_CLK/ETH1_RMII_REF_CLK/TIMER43_MCH0/USBHS1_ULPI_D6/EXMC_D20/DCI_D3/TLI_R6/EVENTOUT,
P1,PA0,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/TIMER14_BRKIN0/SPI5_NSS/I2S5_WS/OSPIM_P0_IO6/USART1_CTS/UART3_TX/SDIO1_CMD/ADC0_IN16/WKUP0,
P2,PA1,gpio,ADC01_IN0/TIMER1_CH1/TIMER4_CH1/TIMER14_MCH0/USART1_RTS/USART1_DE/UART3_RX/OSPIM_P0_IO3/SAI1_MCLK1/ETH0_MII_RX_CLK/ETH0_RMII_REF_CLK/TRIGSEL_IN1/TLI_R2/EVENTOUT/ADC0_IN17,
P3,PA1_C,gpio,ADC01_IN1,
P4,PH4,gpio,I2C1_SCL/TIMER40_BRKIN0/USBHS1_ULPI_NXT/TLI_G5/USBHS0_ULPI_NXT/EXMC_NBL3/TLI_G4/EVENTOUT/ADC2_IN15,
P5,PA4,gpio,,
P6,PA5,gpio,TIMER4_ETI/SPI0_NSS/I2S0_WS/SPI2_NSS/I2S2_WS/USART1_CK/SPI5_NSS/I2S5_WS/EXMC_D8/DCI_HSYNC/TLI_VSYNC/EVENTOUT/ADC01_IN18/DAC0_OUT0/TIMER1_CH0/TIMER1_ETI/TIMER7_MCH0/SPI0_SCK/I2S0_CK/SPI5_SCK/I2S5_CK/USBHS0_ULPI_CK/MDIO_A0/EXMC_D9/TLI_R4/ADC01_IN19/DAC0_OUT1,
P7,PB2,gpio,ADC01_IN5/CMP0_IM6/RTC_OUT/SAI2_DAT0/SAI0_DAT0/EXMC_D10/HPDF_CKIN1/SAI0_SD0/SPI2_MOSI/I2S2_SD/SAI2_SD0/OSPIM_P0_SCK/EXMC_NCE/MDIO_A3/TIMER22_ETI/EVENTOUT/CMP0_IP1,
P8,PG0,gpio,TIMER31_CH0/OSPIM_P1_IO4/EXMC_A10/EVENTOUT,
P9,PE7,gpio,TIMER0_ETI/HPDF_DATAIN2/UART6_RX/OSPIM_P0_IO4/EXMC_D4/EVENTOUT/CMP1_IM7,
P10,PB11,gpio,TIMER1_CH3/I2C1_SDA/HPDF_CKIN7/USART2_RX/USBHS0_ULPI_D4/ETH0_MII_TX_EN/ETH0_RMII_TX_EN/USBHS1_SOF/TLI_G5/EVENTOUT,
P11,PF12,gpio,EXMC_A6/TIMER23_CH1/EVENTOUT/ADC0_IN6,
P12,PE12,gpio,TIMER0_MCH2/HPDF_DATAIN5/SPI3_SCK/SAI1_SCK1/EXMC_D9/CMP0_OUT/TLI_B4/EVENTOUT,
P13,PE13,gpio,TIMER0_CH2/HPDF_CKIN5/SPI3_MISO/SAI1_FS1/EXMC_D10/CMP1_OUT/TLI_DE/EVENTOUT,
P14,PE15,gpio,TIMER0_BRKIN0/TLI_HSYNC/EXMC_D12/CMP_MUX_OUT4/TLI_R7/EVENTOUT,
P15,PH6,gpio,I2C1_SMBA/SPI4_SCK/ETH1_MII_RXD2/TIMER41_MCH0/USBHS1_ULPI_D0/ETH0_MII_RXD2/EXMC_SDNE1/DCI_D8/EVENTOUT,
R1,VSS,ground,,
R2,PA2,gpio,TIMER1_CH2/TIMER4_CH2/TIMER14_CH0/OSPIM_P0_IO0/USART1_TX/SAI1_SCK1/ETH0_MDIO/ADC01_IN14/WKUP1,
R3,PA0_C,gpio,,
R4,PH3,gpio,TIMER40_MCH0/USBHS1_ULPI_DIR/OSPIM_P0_IO5/SAI1_MCLK1/ETH0_MII_COL/EXMC_SDNE0/TLI_R1/TLI_G3/EVENTOUT/ADC2_IN14,
R5,PH5,gpio,I2C1_SDA/SPI4_NSS/TIMER41_CH0/USBHS1_ULPI_CK/EXMC_SDNWE/EVENTOUT/ADC2_IN16,
R6,PC4,gpio,PMU_DEEPSLEEP/EXMC_A22/HPDF_CKIN2/I2S0_MCK/TIMER41_CH0/RSPDIF_CH2/SDIO1_CKIN/ETH0_MII_RXD0/ETH0_RMII_RXD0/EXMC_SDNE0/TLI_R7/EVENTOUT/ADC01_IN4/CMP0_IM7,
R7,PA6,gpio,TIMER0_BRKIN0/TIMER2_CH0/TIMER7_BRKIN0/SPI0_MISO/OSPIM_P0_IO3/SPI5_MISO/CMP_MUX_OUT0/MDIO_MDC/DCI_PIXCLK/TLI_G2/EVENTOUT/ADC01_IN3,
R8,PB0,gpio,TIMER0_MCH1/TIMER2_CH2/TIMER7_MCH1/OSPIM_P0_IO1/HPDF_CKOUT/UART3_CTS/TLI_R3/USBHS0_ULPI_D1/ETH0_MII_RXD2/MDIO_A1/TRIGSEL_OUT3/TLI_G1/EVENTOUT/ADC01_IN9/CMP0_IP0,
R9,PE10,gpio,,
R10,PF14,gpio,HPDF_CKIN6/I2C3_SCL/SPI4_IO2/EXMC_A8/TIMER23_CH3/EVENTOUT/ADC1_IN6,
R11,PE9,gpio,TIMER0_CH0/HPDF_CKOUT/SPI3_IO2/UART6_RTS/UART6_DE/OSPIM_P0_IO6/EXMC_D6/EVENTOUT/CMP1_IP0,
R12,PE11,gpio,TIMER0_MCH1/HPDF_DATAIN4/SPI3_IO3/UART6_CTS/OSPIM_P0_IO7/EXMC_D7/EVENTOUT/CMP1_IM6/TIMER0_CH1/HPDF_CKIN4/SPI3_NSS/SAI1_SD1/OSPIM_P0_CSN/EXMC_D8/TLI_G3/CMP1_IP1,
R13,VCORE,power,,
R14,VDDLDO,power,,
R15,VSS,ground,,
