BallName,PinName,PinType,Alternate,Remap
E11,PC7,gpio,TIMER2_CH1/TIMER7_CH1/SPI1_SCK/I2S1_CK/I2S2_MCK/USART5_RX/SDIO_D7/DCI_D1/EVENTOUT,
E12,PC6,gpio,TIMER2_CH0/TIMER7_CH0/I2S1_MCK/USART5_TX/SDIO_D6/DCI_D0/EVENTOUT,
F1,PH0/OSCIN,gpio,,
F2,VSS,ground,,
F11,VSS,ground,,
F12,VSS,ground,,
G1,PH1/OSCOUT,gpio,,
G2,VDD,power,,
G11,VDD,power,,
G12,VDD,power,,
H1,PC0,gpio,USBHS_ULPI_STP/EVENTOUT/ADC012_IN10,
H2,NRST,reset,,
H3,PDR_ON,power,,
H10,PD15,gpio,TIMER3_CH3/EVENTOUT/CTC_SYNC,
H11,PD14,gpio,TIMER3_CH2/EVENTOUT,
H12,PD13,gpio,TIMER3_CH1/EVENTOUT,
J1,VSSA,ground,,
J2,PC1,gpio,SPI2_MOSI/I2S2_SD/SPI1_MOSI/I2S1_SD/EVENTOUT/ADC012_IN11,
J3,PC2,gpio,SPI1_MISO/I2S1_ADD_SD/USBHS_ULPI_DIR/EVENTOUT/ADC012_IN12,
J10,PD12,gpio,TIMER3_CH0/USART2_RTS/EVENTOUT,
J11,PD11,gpio,USART2_CTS/EVENTOUT,
J12,PD10,gpio,USART2_CK/EVENTOUT,
K1,VREFN,power,,
K2,PC3,gpio,SPI1_MOSI/I2S1_SD/USBHS_ULPI_NXT/EVENTOUT/ADC012_IN13,
K3,PA2,gpio,TIMER1_CH1/TIMER4_CH1/USART1_RTS/UART3_RX/EVENTOUT/ADC012_IN1/TIMER1_CH2/TIMER4_CH2/TIMER8_CH0/I2S_CKIN/USART1_TX/ADC012_IN2,
K4,PA5,gpio,TIMER1_CH0/TIMER1_ETI/TIMER7_CH0_ON/SPI0_SCK/USBHS_ULPI_CK/EVENTOUT/ADC01_IN5/DAC0_OUT1,
K5,PC4,gpio,EVENTOUT/ADC01_IN14,
K8,PD9,gpio,USART2_RX/EVENTOUT,
K9,PB11,gpio,TIMER1_CH3/I2C1_SDA/I2S_CKIN/USART2_RX/USBHS_ULPI_D4/EVENTOUT,
K10,PB15,gpio,RTC_REFIN/TIMER0_CH2_ON/TIMER7_CH2_ON,
K11,PB14,gpio,TIMER0_CH0_ON/SPI1_SCK/I2S1_CK/USART2_CTS/CAN1_TX/USBHS_ULPI_D6/EVENTOUT/I2C1_TXFRAME/USBHS_VBUS/TIMER0_CH1_ON/TIMER7_CH1_ON/SPI1_MISO/I2S1_ADD_SD/USART2_RTS/TIMER11_CH0/USBHS_DM,
K12,PB13,gpio,,
L1,VREFP,power,,
L2,PA0-WKUP,gpio,TIMER1_CH0/TIMER1_ETI/TIMER4_CH0/TIMER7_ETI/USART1_CTS/UART3_TX/EVENTOUT/ADC012_IN0/WKUP,
L3,PA3,gpio,TIMER1_CH3/TIMER4_CH3/TIMER8_CH1/I2S1_MCK/USART1_RX/USBHS_ULPI_D0/EVENTOUT/ADC012_IN3,
L4,PA6,gpio,TIMER0_BRKIN/TIMER2_CH0/TIMER7_BRKIN/SPI0_MISO/I2S1_MCK/TIMER12_CH0/SDIO_CMD/DCI_PIXCLK/EVENTOUT/ADC01_IN6,
L5,PC5,gpio,USART2_RX/EVENTOUT/ADC01_IN15,
L6,PB2,gpio,,
L7,PE8,gpio,TIMER0_CH0_ON/EVENTOUT,
L8,PE10,gpio,TIMER0_CH1_ON/EVENTOUT,
L9,PE12,gpio,TIMER0_CH2_ON/EVENTOUT,
L10,PB10,gpio,TIMER1_CH2/I2C1_SCL/SPI1_SCK/I2S1_CK/I2S2_MCK/USART2_TX/USBHS_ULPI_D3/SDIO_D7/EVENTOUT,
L11,NC,nc,,
L12,PB12,gpio,TIMER0_BRKIN/I2C1_SMBA/SPI1_NSS/I2S1_WS/USART2_CK/CAN1_RX/USBHS_ULPI_D5/USBHS_ID/EVENTOUT,
M1,VDDA,power,,
M2,PA1,gpio,,
M3,PA4,gpio,SPI0_NSS/SPI2_NSS/I2S2_WS/USART1_CK/USBHS_SOF/DCI_HSYNC/EVENTOUT/ADC01_IN4/DAC0_OUT0,
M4,PA7,gpio,TIMER0_CH0_ON/TIMER2_CH1/TIMER7_CH0_ON/SPI0_MOSI/TIMER13_CH0/EVENTOUT/ADC01_IN7,
M5,PB0,gpio,TIMER0_CH1_ON/TIMER2_CH2/TIMER7_CH1_ON/SPI2_MOSI/I2S2_SD/USBHS_ULPI_D1/SDIO_D1/EVENTOUT/ADC01_IN8/IREF,
M6,PB1,gpio,TIMER0_CH2_ON/TIMER2_CH3/TIMER7_CH2_ON/USBHS_ULPI_D2/SDIO_D2/EVENTOUT/ADC01_IN9,
M7,PE7,gpio,TIMER0_ETI/EVENTOUT,
M8,PE9,gpio,TIMER0_CH0/EVENTOUT,
M9,PE11,gpio,TIMER0_CH1/EVENTOUT,
M10,PE13,gpio,TIMER0_CH2/EVENTOUT,
M11,PE14,gpio,TIMER0_CH3/EVENTOUT,
M12,PE15,gpio,TIMER0_BRKIN/EVENTOUT,
